Dataset,Variable,Where Clause,Description,Type,Codelist,Origin,Derivation / Comments / Predecessor,Column1,XL Comments,
ADTTE,EVNTDESC,"PARAMCD IN (OS, OSLSFU)",EVNTDESC for OS,text,TTEEVOS,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'LSTFUP' then EVNTDESC = 'LOST TO FOLLOW-UP'.
If ADEFFINT.PARAMCD = 'WDCFDT' then EVNTDESC = 'WITHDRAWAL OF CONSENT'.
If ADEFFINT.PARAMCD = 'SPNSRDEC' then EVNTDESC = 'DISCONTINUATION BY SPONSOR'.
If ADEFFINT.PARAMCD = 'CUTDT' then EVNTDESC = 'DEATH AFTER DATA CUTOFF DATE'.
If ADEFFINT.PARAMCD  = 'LSTALVDT'  then EVNTDESC = 'ALIVE'.",,,
ADTTE,CNSDTDSC,PARAMCD EQ OS,CNSDTDSC for OS,text,TTECNSDOS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'CUTDT' then CNSDTDSC = 'ANALYSIS CUT-OFF DATE'.
Otherwise, CNSDTDSC = 'DATE LAST KNOWN ALIVE'.",,,
ADTTE,CNSR,PARAMCD EQ OSLSFU,CNSR for OSLSFU,integer,TTECNSOSFU,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then CNSR =0.
If ADEFFINT.PARAMCD = 'LSTFUP' then CNSR =0.
If ADEFFINT.PARAMCD = 'WDCFDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'SPNSRDEC' then CNSR=2.
If ADEFFINT.PARAMCD  = 'CUTDT' then CNSR =3.
If ADEFFINT.PARAMCD  = 'LSTALVDT' then CNSR =4.",,,
ADTTE,CNSDTDSC,PARAMCD EQ OSLSFU,CNSDTDSC for OSLSFU,text,TTECNSDOS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD in ('DTHDT', 'LSTFUP') then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'CUTDT' then CNSDTDSC = 'ANALYSIS CUT-OFF DATE'.
Otherwise, CNSDTDSC = 'DATE LAST KNOWN ALIVE'.",,,
ADTTE,ADT,PARAMCD EQ OSSACT,ADT for OSSACT,integer,,Derived,"Records from ADEFFINT are considered where PARAMCD is among the following:
'DTHDT' (Date of Death), 'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 'LSTFUP' (Lost to Follow-up), 'WDCFDT' (Date of Withdrawal of Full Consent), 'SPNSRDEC' (Date of Withdrawal Per Sponsor Decision), 'CUTDT' where DTHUNFDT > CUTDT (Data Cut-off Date, considered for subjects with unfiltered death date after cut-off), 'LSTALVDT' (Date Last Known Alive)

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 
ADTTE.ADT = ADEFFINT.ADT of the selected record.",,,
ADTTE,CNSR,PARAMCD EQ OSSACT,CNSR for OSSACT,integer,TTECNSOSACT,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then CNSR =0.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'LSTFUP' then CNSR =2.
If ADEFFINT.PARAMCD = 'WDCFDT' then CNSR =3.
If ADEFFINT.PARAMCD = 'SPNSRDEC' then CNSR=4.
If ADEFFINT.PARAMCD = 'CUTDT' then CNSR=5.
If ADEFFINT.PARAMCD  = 'LSTALVDT'  then CNSR =6.",,,
ADTTE,EVNTDESC,PARAMCD EQ OSSACT,EVNTDESC for OSSACT,text,TTEEVOSACT,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'SYSACTDT' then EVNTDESC = 'SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY '.
If ADEFFINT.PARAMCD = 'LSTFUP' then EVNTDESC = 'LOST TO FOLLOW-UP'.
If ADEFFINT.PARAMCD = 'WDCFDT' then EVNTDESC = 'WITHDRAWAL OF CONSENT'.
If ADEFFINT.PARAMCD = 'SPNSRDEC' then EVNTDESC = 'DISCONTINUATION BY SPONSOR'.
If ADEFFINT.PARAMCD = 'CUTDT' then EVNTDESC = 'DEATH AFTER DATA CUTOFF DATE'.
If ADEFFINT.PARAMCD  = 'LSTALVDT'  then EVNTDESC = 'ALIVE'.",,,
ADTTE,CNSDTDSC,PARAMCD EQ OSSACT,CNSDTDSC for OSSACT,text,TTECNSDOSACT,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSDTDSC  = 'START DATE OF SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY'
If ADEFFINT.PARAMCD = 'CUTDT' then CNSDTDSC = 'ANALYSIS CUT-OFF DATE'.
Otherwise, CNSDTDSC = 'DATE LAST KNOWN ALIVE'.",,,
ADTTE,ADT,PARAMCD EQ PFSIVR,ADT for PFSIVR,integer,,Derived,"Records from ADEFFINT are considered where PARAMCD is among the following:
 'INVPDDT' (Date of PD), 'DTHDT' (Date of Death), 'NBLIVR' (No Baseline ATA), 'NPBIVR' (No Post-Baseline ATA), 'NBLPBIVR' (No Baseline or Post-Baseline ATA), 'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 'SURGTLDT' (Date of Surgical Resection of Target Lesion), 'RADDZDT' (Date of Local Radiation to Soft Tissue), 'LSTALVDT' (Date Last Known Alive)

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 

On the record selected:
If ADEFFINT.PARAMCD in ('INVPDDT', 'DTHDT') and ADEFFINT.CRIT1FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('INVPDDT', 'DTHDT') and CRIT1FL = 'Y' then set to PIVATADT on the selected record.
If ADEFFINT.PARAMCD in ('NBLIVR', 'NPBIVR', 'NBLPBIVR') then set to RANDDT.
Otherwise, set to PIVATADT.
","LSTALVDT is included in the list of dates to consider for subjects who have at least one scan, but no PD or death, or other censoring reasons. Serves to capture the ""none of the above"" group.",,
ADTTE,CNSR,PARAMCD EQ PFSIVR,CNSR for PFSIVR,integer,TTECNSPFS,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'INVPDDT' and CRIT1FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'SURGTLDT' then CNSR =2.
If ADEFFINT.PARAMCD = 'RADDZDT' then CNSR =3.
If ADEFFINT.PARAMCD = 'NBLIVR' then CNSR=4.
If ADEFFINT.PARAMCD = 'NPBIVR' then CNSR=5.
If ADEFFINT.PARAMCD = 'NBLPBIVR' then CNSR=6.
If ADEFFINT.PARAMCD in ('DTHDT', 'INVPDDT') and CRIT1FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD = 'LSTALVDT' then CNSR= 8.",,,
ADTTE,EVNTDESC,PARAMCD EQ PFSIVR,EVNTDESC for PFSIVR,text,TTEEVPFS,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL is missing then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'INVPDDT' and CRIT1FL is missing then EVNTDESC = 'DOCUMENTED PROGRESSION'.
If ADEFFINT.PARAMCD = 'SYSACTDT' then EVNTDESC = 'SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY '.
If ADEFFINT.PARAMCD = 'SURGTLDT' then EVNTDESC = 'SURGICAL RESECTION OF TARGET TUMOR LESION'.
If ADEFFINT.PARAMCD = 'RADDZDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD = 'NBLIVR' then EVNTDESC = 'NO BASELINE ATA'.
If ADEFFINT.PARAMCD = 'NPBIVR' then EVNTDESC = 'NO POST-BASELINE ATA'.
If ADEFFINT.PARAMCD = 'NBLPBIVR' then EVNTDESC = 'NO BASELINE OR POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ('DTHDT', 'INVPDDT') and CRIT1FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD = 'LSTALVDT' then EVNTDESC = 'NO EVENT BY LAST ATA'",,,
ADTTE,CNSDTDSC,PARAMCD EQ PFSIVR,CNSDTDSC for PFSIVR,text,TTECNSDPFS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'INVPDDT' and CRIT1FL is missing then CNSDTDSC is left null.
If ADTTE.ADT = RANDDT then CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'.
Note: PIVATADT may be assigned to RANDDT. In this case, CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'  -- i.e, ADT is compared to RANDDT to assign CNSDTDSC, rather than assigning based on the source variable.
Otherwise, if ADTTE.ADT = ADEFFINT.PIVATADT then CNSDTDSC = 'LAST ATA SHOWING NO PROGRESSION'.",,,
ADTTE,ADT,PARAMCD EQ PFSBI,ADT for PFSBI,integer,,Derived,"Only create this PARAMCD where COHORT contains 'EXP 3'
Records from ADEFFINT are considered where PARAMCD is among the following:
 'IRCPDDT' (Date of PD), 'DTHDT' (Date of Death), 'NBLBI' (No Baseline ATA), 'NPBBI' (No Post-Baseline ATA), 'NBLPBBI' (No Baseline or Post-Baseline ATA), 'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 'SURGTLDT' (Date of Surgical Resection of Target Lesion), 'RADDZDT' (Date of Local Radiation to Soft Tissue), 'LSTALVDT' (Date Last Known Alive)

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 

On the record selected:
If ADEFFINT.PARAMCD in ('IRCPDDT', 'DTHDT') and ADEFFINT.CRIT2FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('IRCPDDT', 'DTHDT') and CRIT2FL = 'Y' then set to PBIATADT on the selected record.
If ADEFFINT.PARAMCD in ('NBLBI', 'NPBBI', 'NBLPBBI') then set to RANDDT.
Otherwise, set to PBIATADT.
","LSTALVDT is included in the list of dates to consider for subjects who have at least one scan, but no PD or death, or other censoring reasons. Serves to capture the ""none of the above"" group.",,
ADTTE,CNSR,PARAMCD EQ PFSBI,CNSR for PFSBI,integer,TTECNSPFS,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT1FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'SURGTLDT' then CNSR =2.
If ADEFFINT.PARAMCD = 'RADDZDT' then CNSR =3.
If ADEFFINT.PARAMCD = 'NBLBI' then CNSR=4.
If ADEFFINT.PARAMCD = 'NPBBI' then CNSR=5.
If ADEFFINT.PARAMCD = 'NBLPBBI' then CNSR=6.
If ADEFFINT.PARAMCD in ('DTHDT', 'IRCPDDT') and CRIT1FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD = 'LSTALVDT' then CNSR= 8.",,,
ADTTE,EVNTDESC,PARAMCD EQ PFSBI,EVNTDESC for PFSBI,text,TTEEVPFS,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT2FL is missing then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT2FL is missing then EVNTDESC = 'DOCUMENTED PROGRESSION'.
If ADEFFINT.PARAMCD = 'SYSACTDT' then EVNTDESC = 'SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY '.
If ADEFFINT.PARAMCD = 'SURGTLDT' then EVNTDESC = 'SURGICAL RESECTION OF TARGET TUMOR LESION'.
If ADEFFINT.PARAMCD = 'RADDZDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD = 'NBLBI' then EVNTDESC = 'NO BASELINE ATA'.
If ADEFFINT.PARAMCD = 'NPBBI' then EVNTDESC = 'NO POST-BASELINE ATA'.
If ADEFFINT.PARAMCD = 'NBLPBBI' then EVNTDESC = 'NO BASELINE OR POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ('DTHDT', 'IRCPDDT') and CRIT2FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD = 'LSTALVDT' then EVNTDESC = 'NO EVENT BY LAST ATA'",,,
ADTTE,CNSDTDSC,PARAMCD EQ PFSBI,CNSDTDSC for PFSBI,text,TTECNSDPFS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT2FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT2FL is missing then CNSDTDSC is left null.
If ADTTE.ADT = RANDDT then CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'.
Note: PIVATADT may be assigned to RANDDT. In this case, CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'  -- i.e, ADT is compared to RANDDT to assign CNSDTDSC, rather than assigning based on the source variable.
Otherwise, if ADTTE.ADT = ADEFFINT.PBIATADT then CNSDTDSC = 'LAST ATA SHOWING NO PROGRESSION'.",,,
ADTTE,ADT,PARAMCD EQ PFSPC,ADT for PFSPC,integer,,Derived,"Only create this PARAMCD where COHORT contains 'EXP 3':
Records from ADEFFINT are considered where PARAMCD is among the following:
IRCPDDT(Date of CT/MRI), 'PCWPDDT' (Date of Bone PD),  'DTHDT' (Date of Death),
'NBLPBPC' (No Baseline and Post-Baseline ATA), 'NBLPBBI' (No Baseline and Post-Baseline ATA),
‘NBLPC’ (No Baseline ATA), ‘NBLBI’ (No Baseline ATA),
'NPBPC' (No Post-Baseline ATA), 'NPBBI' (No Post-Baseline ATA), 
'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 'SURGTLDT' (Date of Surgical Resection of Target Lesion), 'RADDZDT' (Date of Local Radiation to Soft Tissue), 'RADDBDT' (Date of Local Radiation to Bone), 'LSTALVDT' (Date Last Known Alive)

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 

On the record selected:
If ADEFFINT.PARAMCD in ('PCWPDDT') and ADEFFINT.CRIT4FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('IRCPDDT') and ADEFFINT.CRIT2FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('DTHDT ) and ADEFFINT.CRIT2FL is null and ADEFFINT.CRIT4FL is null then set to ADT from the selected record.

If ADEFFINT.PARAMCD in ('PCWPDDT') and ADEFFINT.CRIT4FL = 'Y' then set to PPCATADT on the selected record.
If ADEFFINT.PARAMCD in ('IRCPDDT') and ADEFFINT.CRIT2FL = 'Y'  then set to PBIATADT from the selected record.
If ADEFFINT.PARAMCD in ('DTHDT ) and ADEFFINT.CRIT2FL  = 'Y'  or ADEFFINT.CRIT4FL  = 'Y' then set to min of non-missing(PPCATADT, PBIATADT ) from the selected record.
If ADEFFINT.PARAMCD in ('NBLPC', 'NPBPC', 'NBLPBPC', 'NBLBI', 'NPBBI', 'NBLPBBI') then set to RANDDT.
Otherwise, set to minimum of non-missing(PPCATADT, PBIATADT ).",,,
ADTTE,CNSR,PARAMCD EQ PFSPC,CNSR for PFSPC,integer,TTECNSPFS,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT2FL and CRIT4FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT2FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'PCWPDDT' and CRIT4FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'SURGTLDT' then CNSR =2.
If ADEFFINT.PARAMCD in ( 'RADDZDT',  'RADDBDT') then CNSR =3.
If ADEFFINT.PARAMCD in ('NBLPC', 'NBLBI') then CNSR=4.
If ADEFFINT.PARAMCD  in ('NPBPC', 'NPBBI') then CNSR=5.
If ADEFFINT.PARAMCD in ('NBLPBPC',  'NBLPBBI') then CNSR=6.
If ADEFFINT.PARAMCD in ( 'IRCPDDT') and CRIT2FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD in ( 'PCWPDDT') and CRIT4FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD in ('DTHDT', 'PCWPDDT', 'IRCPDDT') and CRIT2FL = 'Y' or CRIT4FL = 'Y then CNSR = 7.
If ADEFFINT.PARAMCD = 'LSTALVDT' then CNSR= 8.",,,
ADTTE,EVNTDESC,PARAMCD EQ PFSPC,EVNTDESC for PFSPC,text,TTEEVPFS,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT2FL and CRIT4FL is missing then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT2FL is missing then EVNTDESC = 'DOCUMENTED RADIOGRAPHIC PROGRESSION'.
If ADEFFINT.PARAMCD = 'PCWPDDT' and CRIT4FL is missing then EVNTDESC = 'DOCUMENTED BONE PROGRESSION'.
If ADEFFINT.PARAMCD = 'SYSACTDT' then EVNTDESC = 'SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY '.
If ADEFFINT.PARAMCD = 'SURGTLDT' then EVNTDESC = 'SURGICAL RESECTION OF TARGET TUMOR LESION'.
If ADEFFINT.PARAMCD = 'RADDZDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE OR BONE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD = 'RADDBDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE OR BONE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD IN  ('NBLPC', 'NBLBI') then EVNTDESC = 'NO BASELINE ATA'.
If ADEFFINT.PARAMCD in ('NPBPC', 'NPBBI') then EVNTDESC = 'NO POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ('NBLPBPC',  'NBLPBBI') then EVNTDESC = 'NO BASELINE OR POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ( 'IRCPDDT') and CRIT2FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD in ('PCWPDDT') and CRIT4FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD in ('DTHDT', 'PCWPDDT') and CRIT2FL = 'Y' or CRIT4FL = 'Y  then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD = 'LSTALVDT' then EVNTDESC = 'NO EVENT BY LAST ATA'",,,
ADTTE,CNSDTDSC,PARAMCD EQ PFSPC,CNSDTDSC for PFSPC,text,TTECNSDPFS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT2FL and CRIT4FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'PCWPDDT' and CRIT4FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT2FL is missing then CNSDTDSC is left null.
If ADTTE.ADT = RANDDT then CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'.
Note: PPCATADT, PBIATADT  may be assigned to RANDDT. In this case, CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'  -- i.e, ADT is compared to RANDDT to assign CNSDTDSC, rather than assigning based on the source variable.
Otherwise, if ADTTE.ADT = ADEFFINT.PPCATADT or ADEFFINT.PBIATADT  then CNSDTDSC = 'LAST ATA SHOWING NO PROGRESSION'.",,,
ADTTE,ADT,PARAMCD EQ PFSPV,ADT for PFSPV,integer,,Derived,"Only create this PARAMCD where COHORT contains 'EXP 3':
Records from ADEFFINT are considered where PARAMCD is among the following:
INVPDDT(Date of CT/MRI), 'PCVPDDT' (Date of Bone PD),  'DTHDT' (Date of Death),
'NBLPBPV' (No Baseline and Post-Baseline ATA), 'NBLPBIVR' (No Baseline and Post-Baseline ATA),
‘NBLIVR’ (No Baseline ATA), ‘NBLPV’ (No Baseline ATA),
'NPBPV' (No Post-Baseline ATA), 'NPBIVR' (No Post-Baseline ATA), 
'SYSACTDT' (Date of First Systemic Non-Radiation Therapy), 'SURGTLDT' (Date of Surgical Resection of Target Lesion), 'RADDZDT' (Date of Local Radiation to Soft Tissue), 'RADDBDT' (Date of Local Radiation to Bone), 'LSTALVDT' (Date Last Known Alive)

Records are sorted by ADT and then in the order listed above, in case of multiple records with the same date. The first/earliest such record is selected. 

On the record selected:
If ADEFFINT.PARAMCD in ('PCVPDDT') and ADEFFINT.CRIT3FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('INVPDDT') and ADEFFINT.CRIT1FL is null then set to ADT from the selected record.
If ADEFFINT.PARAMCD in ('DTHDT ) and ADEFFINT.CRIT1FL is null and ADEFFINT.CRIT4FL is null then set to ADT from the selected record.

If ADEFFINT.PARAMCD in ('PCVPDDT') and ADEFFINT.CRIT3FL = 'Y' then set to PPVATADT on the selected record.
If ADEFFINT.PARAMCD in ('INVPDDT') and ADEFFINT.CRIT1FL = 'Y'  then set to PIVATADT from the selected record.
If ADEFFINT.PARAMCD in ('DTHDT ) and ADEFFINT.CRIT1FL  = 'Y'  or ADEFFINT.CRIT3FL  = 'Y' then set to min of non-missing(PPCATADT, PIVATADT ) from the selected record.
If ADEFFINT.PARAMCD in ('NBLPV', 'NPBPV', 'NBLPBPV', 'NBLIVR', 'NPBIVR', 'NBLPBIVR') then set to RANDDT.
Otherwise, set to minimum of non-missing(PPVATADT, PIVATADT ).",,,
ADTTE,CNSR,PARAMCD EQ PFSPV,CNSR for PFSPV,integer,TTECNSPFS,Assigned,"Refer to derivation of ADT. CNSR is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL and CRIT3FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'IRCPDDT' and CRIT1FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'PCWPDDT' and CRIT3FL is missing then CNSR =0.
If ADEFFINT.PARAMCD = 'SYSACTDT' then CNSR =1.
If ADEFFINT.PARAMCD = 'SURGTLDT' then CNSR =2.
If ADEFFINT.PARAMCD in ( 'RADDZDT',  'RADDBDT') then CNSR =3.
If ADEFFINT.PARAMCD in ('NBLPV, 'NBLIVR') then CNSR=4.
If ADEFFINT.PARAMCD  in ('NPBPV', 'NPBIVR') then CNSR=5.
If ADEFFINT.PARAMCD in ('NBLPBPV',  'NBLPBIVR') then CNSR=6.
If ADEFFINT.PARAMCD in ( 'INVPDDT') and CRIT1FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD in ( 'PCVPDDT') and CRIT3FL = 'Y' then CNSR = 7.
If ADEFFINT.PARAMCD in ('DTHDT') and CRIT1FL = 'Y' or CRIT3FL = 'Y then CNSR = 7.
If ADEFFINT.PARAMCD = 'LSTALVDT' then CNSR= 8.",,,
ADTTE,EVNTDESC,PARAMCD EQ PFSPV,EVNTDESC for PFSPV,text,TTEEVPFS,Assigned,"Refer to derivation of ADT. EVNTDESC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL and CRIT3FL is missing then EVNTDESC = 'DEATH'.
If ADEFFINT.PARAMCD = 'INVPDDT' and CRIT1FL is missing then EVNTDESC = 'DOCUMENTED RADIOGRAPHIC PROGRESSION'.
If ADEFFINT.PARAMCD = 'PCVPDDT' and CRIT3FL is missing then EVNTDESC = 'DOCUMENTED BONE PROGRESSION'.
If ADEFFINT.PARAMCD = 'SYSACTDT' then EVNTDESC = 'SYSTEMIC NON-PROTOCOL ANTI-CANCER THERAPY '.
If ADEFFINT.PARAMCD = 'SURGTLDT' then EVNTDESC = 'SURGICAL RESECTION OF TARGET TUMOR LESION'.
If ADEFFINT.PARAMCD = 'RADDZDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE OR BONE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD = 'RADDBDT' then EVNTDESC = 'LOCAL RADIATION TO SOFT TISSUE OR BONE FOR DISEASE UNDER STUDY'.
If ADEFFINT.PARAMCD IN  ('NBLPV', 'NBLIVR') then EVNTDESC = 'NO BASELINE ATA'.
If ADEFFINT.PARAMCD in ('NPBPV', 'NPBIVR') then EVNTDESC = 'NO POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ('NBLPBPV',  'NBLPBIVR') then EVNTDESC = 'NO BASELINE OR POST-BASELINE ATA'.
If ADEFFINT.PARAMCD in ( 'INVPDDT') and CRIT1FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD in ('PCVPDDT') and CRIT3FL = 'Y' then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD in ('DTHDT') and CRIT1FL = 'Y' or CRIT3FL = 'Y  then EVNTDESC = '2 OR MORE MISSING ATA PRIOR TO EVENT'.
If ADEFFINT.PARAMCD = 'LSTALVDT' then EVNTDESC = 'NO EVENT BY LAST ATA'",,,
ADTTE,CNSDTDSC,PARAMCD EQ PFSPV,CNSDTDSC for PFSPV,text,TTECNSDPFS,Assigned,"Refer to derivation of ADT. CNSDTDSC is assigned according to the record selected for populating ADT.
If ADEFFINT.PARAMCD = 'DTHDT' and CRIT1FL and CRIT3FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'PCVPDDT' and CRIT3FL is missing then CNSDTDSC is left null.
If ADEFFINT.PARAMCD = 'INVPDDT' and CRIT1FL is missing then CNSDTDSC is left null.
If ADTTE.ADT = RANDDT then CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'.
Note: PPVATADT, PVIATADT  may be assigned to RANDDT. In this case, CNSDTDSC = 'TIME TO EVENT ORIGIN DATE FOR SUBJECT'  -- i.e, ADT is compared to RANDDT to assign CNSDTDSC, rather than assigning based on the source variable.
Otherwise, if ADTTE.ADT = ADEFFINT.PPVATADT or ADEFFINT.PVIATADT  then CNSDTDSC = 'LAST ATA SHOWING NO PROGRESSION'.",,,
